docid	lc_words	tags	coarse_tags	pattern	numwords	numchars	count
bill1	state official	NNP NN	Noun Noun	NP	2	14	2
bill1	stated in section 301	VBN IN NN CD	Verb Prep Noun Noun	VerbArg	4	21	2
bill1	statement that if an applicant	NN IN IN DT NN	Noun Prep Prep Det Noun	NP	5	30	2
bill1	statement that if an applicant does	NN IN IN DT NN VBZ	Noun Prep Prep Det Noun Verb	VerbArg	6	35	2
bill1	statement that if an applicant does register	NN IN IN DT NN VBZ VB	Noun Prep Prep Det Noun Verb Verb	VerbArg	7	44	2
bill1	statement to an applicant	NN TO DT NN	Noun Prep Det Noun	NP	4	25	2
bill1	states attorney shall give	NNPS NN MD VB	Noun Noun VerbMod Verb	VerbArg	4	26	2
bill1	states of america	NNPS IN NNP	Noun Prep Noun	NP	3	17	2
bill1	striking	VBG	Verb	VG	1	8	2
bill1	striking out	VBG RP	Verb VerbMod	VG	2	12	2
bill1	submission	NN	Noun	NP	1	10	2
bill1	submits	VBZ	Verb	VG	1	7	2
bill1	submits a voter	VBZ DT NN	Verb Det Noun	VerbArg	3	15	2
bill1	submits a voter registration	VBZ DT NN NN	Verb Det Noun Noun	VerbArg	4	28	2
bill1	submits a voter registration application	VBZ DT NN NN NN	Verb Det Noun Noun Noun	VerbArg	5	40	2
bill1	submitted to the appropriate state	VBN TO DT JJ NN	Verb Prep Det Adj Noun	VerbArg	5	34	2
bill1	submitted to the appropriate state motor	VBN TO DT JJ NN NN	Verb Prep Det Adj Noun Noun	VerbArg	6	40	2
bill1	submitted to the appropriate state motor vehicle	VBN TO DT JJ NN NN NN	Verb Prep Det Adj Noun Noun Noun	VerbArg	7	48	2
bill1	submitted to the appropriate state motor vehicle authority	VBN TO DT JJ NN NN NN NN	Verb Prep Det Adj Noun Noun Noun Noun	VerbArg	8	58	2
bill1	subparagraph -lrb- c -rrb-	NN -LRB- NN -RRB-	Noun Lparen Noun Rparen	NP	4	26	2
bill1	subsection -lrb- a -rrb- -lrb- 2 -rrb-	NN -LRB- DT -RRB- -LRB- LS -RRB-	Noun Lparen Det Rparen Lparen O Rparen	NP	7	38	2
bill1	subsection -lrb- d -rrb- -lrb- 2 -rrb-	NN -LRB- NN -RRB- -LRB- LS -RRB-	Noun Lparen Noun Rparen Lparen O Rparen	NP	7	38	2
bill1	such assistance	JJ NN	Adj Noun	NP	2	15	2
bill1	such service	JJ NN	Adj Noun	NP	2	12	2
bill1	such service or assistance	JJ NN CC NN	Adj Noun O Noun	NP	4	26	2
bill1	take any action	VB DT NN	Verb Det Noun	VerbArg	3	15	2
bill1	transmittal deadline	JJ NN	Adj Noun	NP	2	20	2
bill1	u.s.c. 431	NN CD	Noun Noun	NP	2	10	2
bill1	united states attorney shall give	NNP NNPS NN MD VB	Noun Noun Noun VerbMod Verb	VerbArg	5	33	2
bill1	united states of america	NNP NNPS IN NNP	Noun Noun Prep Noun	NP	4	24	2
bill1	used for any purpose	VBN IN DT NN	Verb Prep Det Noun	VerbArg	4	20	2
bill1	used in the attestation	VBN IN DT NN	Verb Prep Det Noun	VerbArg	4	23	2
bill1	used in the attestation portion	VBN IN DT NN NN	Verb Prep Det Noun Noun	VerbArg	5	31	2
bill1	used in the attestation portion of the application	VBN IN DT NN NN IN DT NN	Verb Prep Det Noun Noun Prep Det Noun	VerbArg	8	50	2
bill1	violation occurred	NN VBD	Noun Verb	VerbArg	2	18	2
bill1	vote at that polling	VB IN DT NN	Verb Prep Det Noun	VerbArg	4	20	2
bill1	vote at that polling place	VB IN DT NN NN	Verb Prep Det Noun Noun	VerbArg	5	26	2
bill1	vote in elections	VB IN NNS	Verb Prep Noun	VerbArg	3	17	2
bill1	vote in elections for federal	VB IN NNS IN NNP	Verb Prep Noun Prep Noun	VerbArg	5	29	2
bill1	vote in elections for federal office	VB IN NNS IN NNP NN	Verb Prep Noun Prep Noun Noun	VerbArg	6	36	2
bill1	vote otherwise	VB RB	Verb VerbMod	VG	2	14	2
bill1	vote otherwise than in person	VB RB IN IN NN	Verb VerbMod Prep Prep Noun	VerbArg	5	29	2
bill1	voted	VBD	Verb	VG	1	5	1
bill1	voted	VBN	Verb	VG	1	5	1
bill1	voter is	NN VBZ	Noun Verb	VerbArg	2	8	2
bill1	voter is registered	NN VBZ VBN	Noun Verb Verb	VerbArg	3	19	2
bill1	voter participation	NN NN	Noun Noun	NP	2	19	2
bill1	voter registration act	NNP NNP NNP	Noun Noun Noun	NP	3	22	2
bill1	voter registration act of 1993	NNP NNP NNP IN CD	Noun Noun Noun Prep Noun	NP	5	30	2
bill1	voter registration activities	NN NN NNS	Noun Noun Noun	NP	3	29	1
bill1	voter registration activities	NNP NNP NNPS	Noun Noun Noun	NP	3	29	1
bill1	voter registration agencies designated	NN NN NNS VBN	Noun Noun Noun Verb	VerbArg	4	38	1
bill1	voter registration agencies designated	NNP NN NNS VBN	Noun Noun Noun Verb	VerbArg	4	38	1
bill1	voter registration agency designated	NN NN NN VBN	Noun Noun Noun Verb	VerbArg	4	36	2
bill1	voter registration and other parts	NN NN CC JJ NNS	Noun Noun O Adj Noun	NP	5	34	2
bill1	voter registration and other parts of the election	NN NN CC JJ NNS IN DT NN	Noun Noun O Adj Noun Prep Det Noun	NP	8	50	2
bill1	voter registration and other parts of the election process	NN NN CC JJ NNS IN DT NN NN	Noun Noun O Adj Noun Prep Det Noun Noun	NP	9	58	2
bill1	voter registration application form for elections	NN NN NN NN IN NNS	Noun Noun Noun Noun Prep Noun	NP	6	49	2
bill1	voter registration application form for elections for federal	NN NN NN NN IN NNS IN NNP	Noun Noun Noun Noun Prep Noun Prep Noun	NP	8	61	2
bill1	voter registration application form for elections for federal office	NN NN NN NN IN NNS IN NNP NN	Noun Noun Noun Noun Prep Noun Prep Noun Noun	NP	9	68	2
bill1	voter registration application will remain	NN NN NN MD VB	Noun Noun Noun VerbMod Verb	VerbArg	5	42	2
bill1	voter registration for elections	NN NN IN NNS	Noun Noun Prep Noun	NP	4	32	1
bill1	voter registration for elections	NNP NNP IN NNS	Noun Noun Prep Noun	NP	4	32	1
bill1	voter registration for elections for federal	NN NN IN NNS IN NNP	Noun Noun Prep Noun Prep Noun	NP	6	44	1
bill1	voter registration for elections for federal	NNP NNP IN NNS IN NNP	Noun Noun Prep Noun Prep Noun	NP	6	44	1
bill1	voter registration for elections for federal office	NN NN IN NNS IN NNP NN	Noun Noun Prep Noun Prep Noun Noun	NP	7	51	1
bill1	voter registration for elections for federal office	NNP NNP IN NNS IN NNP NNP	Noun Noun Prep Noun Prep Noun Noun	NP	7	51	1
bill1	voter registration is	NN NN VBZ	Noun Noun Verb	VerbArg	3	21	2
bill1	voter registration is maintained	NN NN VBZ VBN	Noun Noun Verb Verb	VerbArg	4	32	2
bill1	voter registration with respect	NN NN IN NN	Noun Noun Prep Noun	NP	4	31	2
bill1	voter registration with respect to elections	NN NN IN NN TO NNS	Noun Noun Prep Noun Prep Noun	NP	6	44	2
bill1	voter registration with respect to elections for federal	NN NN IN NN TO NNS IN NNP	Noun Noun Prep Noun Prep Noun Prep Noun	NP	8	56	2
bill1	voter registration with respect to elections for federal office	NN NN IN NN TO NNS IN NNP NN	Noun Noun Prep Noun Prep Noun Prep Noun Noun	NP	9	63	2
bill1	voters by reason	NNS IN NN	Noun Prep Noun	NP	3	16	2
bill1	voters from the official	NNS IN DT NN	Noun Prep Det Noun	NP	4	24	2
bill1	voters from the official lists	NNS IN DT NN NNS	Noun Prep Det Noun Noun	NP	5	30	2
bill1	voters from the official lists of eligible voters	NNS IN DT NN NNS IN JJ NNS	Noun Prep Det Noun Noun Prep Adj Noun	NP	8	49	2
bill1	voting records and vote	NN NNS CC NN	Noun Noun O Noun	NP	4	23	2
bill1	voting registrar	NN NN	Noun Noun	NP	2	16	2
bill1	voting registration	NN NN	Noun Noun	NP	2	19	2
bill1	was convicted	VBD VBN	Verb Verb	VG	2	13	2
bill1	was given	VBD VBN	Verb Verb	VG	2	9	2
bill1	would like	MD VB	VerbMod Verb	VG	2	10	2
bill1	writing	VBG	Verb	VG	1	7	2
bill1	written	VBN	Verb	VG	1	7	2
bill1	years	NNS	Noun	NP	1	5	2
bill1	10 of the state	CD IN DT NN	Noun Prep Det Noun	NP	4	15	1
bill1	10 of the state of the persons	CD IN DT NN IN DT NNS	Noun Prep Det Noun Prep Det Noun	NP	7	30	1
bill1	10 of the state of the persons residence	CD IN DT NN IN DT NNS NN	Noun Prep Det Noun Prep Det Noun Noun	NP	8	40	1
bill1	103th	VBP	Verb	VG	1	5	1
bill1	103th congress	VBP NNP	Verb Noun	VerbArg	2	14	1
bill1	12	CD	Noun	NP	1	2	1
bill1	120 days after the date	CD NNS IN DT NN	Noun Noun Prep Det Noun	NP	5	23	1
bill1	120 days before the date	CD NNS IN DT NN	Noun Noun Prep Det Noun	NP	5	24	1
bill1	120 days before the date of an election	CD NNS IN DT NN IN DT NN	Noun Noun Prep Det Noun Prep Det Noun	NP	8	39	1
bill1	120 days before the date of an election for federal	CD NNS IN DT NN IN DT NN IN NNP	Noun Noun Prep Det Noun Prep Det Noun Prep Noun	NP	10	51	1
bill1	120 days before the date of an election for federal office	CD NNS IN DT NN IN DT NN IN NNP NN	Noun Noun Prep Det Noun Prep Det Noun Prep Noun Noun	NP	11	58	1
bill1	13	CD	Noun	NP	1	2	1
bill1	18	CD	Noun	NP	1	2	1
bill1	1973ee-1	NN	Noun	NP	1	8	1
bill1	1973ee-1 -lrb- b -rrb-	NN -LRB- NN -RRB-	Noun Lparen Noun Rparen	NP	4	22	1
bill1	1973ee-1 -lrb- b -rrb- -lrb- 2 -rrb-	NN -LRB- NN -RRB- -LRB- LS -RRB-	Noun Lparen Noun Rparen Lparen O Rparen	NP	7	36	1
bill1	1973ee-1 -lrb- b -rrb- -lrb- 2 -rrb- -lrb- b -rrb-	NN -LRB- NN -RRB- -LRB- LS -RRB- -LRB- NN -RRB-	Noun Lparen Noun Rparen Lparen O Rparen Lparen Noun Rparen	NP	10	50	1
bill1	1973ee-1 -lrb- b -rrb- -lrb- 2 -rrb- -lrb- b -rrb- -lrb- ii -rrb-	NN -LRB- NN -RRB- -LRB- LS -RRB- -LRB- NN -RRB- -LRB- LS -RRB-	Noun Lparen Noun Rparen Lparen O Rparen Lparen Noun Rparen Lparen O Rparen	NP	13	65	1
bill1	1973ff-1	NN	Noun	NP	1	8	1
bill1	1973ff-1 et	NN FW	Noun Noun	NP	2	11	1
bill1	1973ff-1 et seq.	NN FW FW	Noun Noun Noun	NP	3	16	1
bill1	1995	CD	Noun	NP	1	4	1
bill1	1996	CD	Noun	NP	1	4	1
bill1	2 enrolled	CD NNP	Noun Noun	NP	2	10	1
bill1	2 enrolled bill	CD NNP NNP	Noun Noun Noun	NP	3	15	1
bill1	2 enrolled bill -lrb- enr -rrb-	CD NNP NNP -LRB- NNP -RRB-	Noun Noun Noun Lparen Noun Rparen	NP	6	31	1
bill1	2 one	CD CD	Noun Noun	NP	2	5	1
bill1	2 one hundred	CD CD NNP	Noun Noun Noun	NP	3	13	1
bill1	2 u.s.c. 431 -lrb- 1 -rrb-	CD NN CD -LRB- CD -RRB-	Noun Noun Noun Lparen Noun Rparen	NP	6	26	1
bill1	2 u.s.c. 431 -lrb- 3 -rrb-	CD NN CD -LRB- CD -RRB-	Noun Noun Noun Lparen Noun Rparen	NP	6	26	1
bill1	2 years	CD NNS	Noun Noun	NP	2	7	1
bill1	2-year period	JJ NN	Adj Noun	NP	2	13	1
bill1	20	CD	Noun	NP	1	2	1
bill1	20 days	CD NNS	Noun Noun	NP	2	7	1
bill1	20 days after receipt	CD NNS IN NN	Noun Noun Prep Noun	NP	4	21	1
bill1	20 days after receipt of the notice	CD NNS IN NN IN DT NN	Noun Noun Prep Noun Prep Det Noun	NP	7	35	1
bill1	20 days after receipt of the notice if the violation	CD NNS IN NN IN DT NN IN DT NN	Noun Noun Prep Noun Prep Det Noun Prep Det Noun	NP	10	52	1
bill1	20 days after receipt of the notice if the violation occurred	CD NNS IN NN IN DT NN IN DT NN VBD	Noun Noun Prep Noun Prep Det Noun Prep Det Noun Verb	VerbArg	11	61	1
bill1	20 days after receipt of the notice if the violation occurred within 120	CD NNS IN NN IN DT NN IN DT NN VBD IN CD	Noun Noun Prep Noun Prep Det Noun Prep Det Noun Verb Prep Noun	VerbArg	13	72	1
bill1	20 days after receipt of the notice if the violation occurred within 120 days	CD NNS IN NN IN DT NN IN DT NN VBD IN CD NNS	Noun Noun Prep Noun Prep Det Noun Prep Det Noun Verb Prep Noun Noun	VerbArg	14	77	1
bill1	20 days after receipt of the notice if the violation occurred within 120 days before the date	CD NNS IN NN IN DT NN IN DT NN VBD IN CD NNS IN DT NN	Noun Noun Prep Noun Prep Det Noun Prep Det Noun Verb Prep Noun Noun Prep Det Noun	VerbArg	17	93	1
bill1	20 days after receipt of the notice if the violation occurred within 120 days before the date of an election	CD NNS IN NN IN DT NN IN DT NN VBD IN CD NNS IN DT NN IN DT NN	Noun Noun Prep Noun Prep Det Noun Prep Det Noun Verb Prep Noun Noun Prep Det Noun Prep Det Noun	VerbArg	20	108	1
bill1	20 days after receipt of the notice if the violation occurred within 120 days before the date of an election for federal	CD NNS IN NN IN DT NN IN DT NN VBD IN CD NNS IN DT NN IN DT NN IN NNP	Noun Noun Prep Noun Prep Det Noun Prep Det Noun Verb Prep Noun Noun Prep Det Noun Prep Det Noun Prep Noun	VerbArg	22	120	1
bill1	20 days after receipt of the notice if the violation occurred within 120 days before the date of an election for federal office	CD NNS IN NN IN DT NN IN DT NN VBD IN CD NNS IN DT NN IN DT NN IN NNP NN	Noun Noun Prep Noun Prep Det Noun Prep Det Noun Verb Prep Noun Noun Prep Det Noun Prep Det Noun Prep Noun Noun	VerbArg	23	127	1
bill1	2401	CD	Noun	NP	1	4	1
bill1	2401 -lrb- c -rrb-	CD -LRB- NN -RRB-	Noun Lparen Noun Rparen	NP	4	18	1
bill1	2401 -lrb- c -rrb- of title	CD -LRB- NN -RRB- IN NN	Noun Lparen Noun Rparen Prep Noun	NP	6	27	1
bill1	2401 -lrb- c -rrb- of title 39	CD -LRB- NN -RRB- IN NN CD	Noun Lparen Noun Rparen Prep Noun Noun	NP	7	30	1
bill1	3 -lrb- b -rrb-	CD -LRB- NN -RRB-	Noun Lparen Noun Rparen	NP	4	15	1
bill1	3 -lrb- b -rrb- -lrb- 2 -rrb-	CD -LRB- NN -RRB- -LRB- LS -RRB-	Noun Lparen Noun Rparen Lparen O Rparen	NP	7	29	1
bill1	3 -lrb- b -rrb- -lrb- 2 -rrb- -lrb- b -rrb-	CD -LRB- NN -RRB- -LRB- LS -RRB- -LRB- NN -RRB-	Noun Lparen Noun Rparen Lparen O Rparen Lparen Noun Rparen	NP	10	43	1
bill1	3 -lrb- b -rrb- -lrb- 2 -rrb- -lrb- b -rrb- -lrb- ii -rrb-	CD -LRB- NN -RRB- -LRB- LS -RRB- -LRB- NN -RRB- -LRB- LS -RRB-	Noun Lparen Noun Rparen Lparen O Rparen Lparen Noun Rparen Lparen O Rparen	NP	13	58	1
bill1	3 -lrb- b -rrb- -lrb- 2 -rrb- -lrb- b -rrb- -lrb- ii -rrb- of the voting	CD -LRB- NN -RRB- -LRB- LS -RRB- -LRB- NN -RRB- -LRB- LS -RRB- IN DT NNP	Noun Lparen Noun Rparen Lparen O Rparen Lparen Noun Rparen Lparen O Rparen Prep Det Noun	NP	16	72	1
bill1	3 -lrb- b -rrb- -lrb- 2 -rrb- -lrb- b -rrb- -lrb- ii -rrb- of the voting accessibility	CD -LRB- NN -RRB- -LRB- LS -RRB- -LRB- NN -RRB- -LRB- LS -RRB- IN DT NNP NN	Noun Lparen Noun Rparen Lparen O Rparen Lparen Noun Rparen Lparen O Rparen Prep Det Noun Noun	NP	17	86	1
bill1	3 -lrb- b -rrb- -lrb- 2 -rrb- -lrb- b -rrb- -lrb- ii -rrb- of the voting accessibility for the elderly	CD -LRB- NN -RRB- -LRB- LS -RRB- -LRB- NN -RRB- -LRB- LS -RRB- IN DT NNP NN IN DT NNP	Noun Lparen Noun Rparen Lparen O Rparen Lparen Noun Rparen Lparen O Rparen Prep Det Noun Noun Prep Det Noun	NP	20	102	1
bill1	3 -lrb- b -rrb- -lrb- 2 -rrb- -lrb- b -rrb- -lrb- ii -rrb- of the voting accessibility for the elderly and handicapped	CD -LRB- NN -RRB- -LRB- LS -RRB- -LRB- NN -RRB- -LRB- LS -RRB- IN DT NNP NN IN DT NNP CC NNP	Noun Lparen Noun Rparen Lparen O Rparen Lparen Noun Rparen Lparen O Rparen Prep Det Noun Noun Prep Det Noun O Noun	NP	22	118	1
bill1	3 -lrb- b -rrb- -lrb- 2 -rrb- -lrb- b -rrb- -lrb- ii -rrb- of the voting accessibility for the elderly and handicapped act	CD -LRB- NN -RRB- -LRB- LS -RRB- -LRB- NN -RRB- -LRB- LS -RRB- IN DT NNP NN IN DT NNP CC NNP NNP	Noun Lparen Noun Rparen Lparen O Rparen Lparen Noun Rparen Lparen O Rparen Prep Det Noun Noun Prep Det Noun O Noun Noun	NP	23	122	1
bill1	30 days before the date	CD NNS IN DT NN	Noun Noun Prep Det Noun	NP	5	23	1
bill1	30 days before the date of an election	CD NNS IN DT NN IN DT NN	Noun Noun Prep Det Noun Prep Det Noun	NP	8	38	1
bill1	30 days before the date of an election for federal	CD NNS IN DT NN IN DT NN IN NNP	Noun Noun Prep Det Noun Prep Det Noun Prep Noun	NP	10	50	1
bill1	30 days before the date of an election for federal office	CD NNS IN DT NN IN DT NN IN NNP NN	Noun Noun Prep Det Noun Prep Det Noun Prep Noun Noun	NP	11	57	1
bill1	30 of each odd-numbered	CD IN DT CD	Noun Prep Det Noun	NP	4	23	1
bill1	30 of each odd-numbered year	CD IN DT CD NN	Noun Prep Det Noun Noun	NP	5	28	1
bill1	301 -lrb- 1 -rrb-	CD -LRB- CD -RRB-	Noun Lparen Noun Rparen	NP	4	17	1
bill1	301 -lrb- 1 -rrb- of the federal	CD -LRB- CD -RRB- IN DT NNP	Noun Lparen Noun Rparen Prep Det Noun	NP	7	32	1
bill1	301 -lrb- 1 -rrb- of the federal election	CD -LRB- CD -RRB- IN DT NNP NNP	Noun Lparen Noun Rparen Prep Det Noun Noun	NP	8	41	1
bill1	301 -lrb- 1 -rrb- of the federal election campaign	CD -LRB- CD -RRB- IN DT NNP NNP NNP	Noun Lparen Noun Rparen Prep Det Noun Noun Noun	NP	9	50	1
bill1	301 -lrb- 1 -rrb- of the federal election campaign act	CD -LRB- CD -RRB- IN DT NNP NNP NNP NNP	Noun Lparen Noun Rparen Prep Det Noun Noun Noun Noun	NP	10	54	1
bill1	301 -lrb- 1 -rrb- of the federal election campaign act of 1971	CD -LRB- CD -RRB- IN DT NNP NNP NNP NNP IN CD	Noun Lparen Noun Rparen Prep Det Noun Noun Noun Noun Prep Noun	NP	12	62	1
bill1	301 -lrb- 3 -rrb-	CD -LRB- CD -RRB-	Noun Lparen Noun Rparen	NP	4	17	1
bill1	301 -lrb- 3 -rrb- of the federal	CD -LRB- CD -RRB- IN DT NNP	Noun Lparen Noun Rparen Prep Det Noun	NP	7	32	1
bill1	301 -lrb- 3 -rrb- of the federal election	CD -LRB- CD -RRB- IN DT NNP NNP	Noun Lparen Noun Rparen Prep Det Noun Noun	NP	8	41	1
bill1	301 -lrb- 3 -rrb- of the federal election campaign	CD -LRB- CD -RRB- IN DT NNP NNP NNP	Noun Lparen Noun Rparen Prep Det Noun Noun Noun	NP	9	50	1
bill1	301 -lrb- 3 -rrb- of the federal election campaign act	CD -LRB- CD -RRB- IN DT NNP NNP NNP NNP	Noun Lparen Noun Rparen Prep Det Noun Noun Noun Noun	NP	10	54	1
bill1	301 -lrb- 3 -rrb- of the federal election campaign act of 1971	CD -LRB- CD -RRB- IN DT NNP NNP NNP NNP IN CD	Noun Lparen Noun Rparen Prep Det Noun Noun Noun Noun Prep Noun	NP	12	62	1
bill1	31	CD	Noun	NP	1	2	1
bill1	3302	CD	Noun	NP	1	4	1
bill1	3302 of title	CD IN NN	Noun Prep Noun	NP	3	13	1
bill1	3302 of title 31	CD IN NN CD	Noun Prep Noun Noun	NP	4	16	1
bill1	3626 -lrb- j -rrb-	CD -LRB- NN -RRB-	Noun Lparen Noun Rparen	NP	4	18	1
bill1	3626 for the purpose	CD IN DT NN	Noun Prep Det Noun	NP	4	20	1
bill1	3626 for the purpose of making	CD IN DT NN IN VBG	Noun Prep Det Noun Prep Verb	VerbArg	6	30	1
bill1	3626 for the purpose of making a mailing	CD IN DT NN IN VBG DT NN	Noun Prep Det Noun Prep Verb Det Noun	VerbArg	8	40	1
bill1	3626 for the purpose of making a mailing that the official certifies	CD IN DT NN IN VBG DT NN IN DT JJ NNS	Noun Prep Det Noun Prep Verb Det Noun Prep Det Adj Noun	VerbArg	12	68	1
bill1	3626 of this title	CD IN DT NN	Noun Prep Det Noun	NP	4	18	1
bill1	3627	CD	Noun	NP	1	4	1
bill1	3627 of title	CD IN NN	Noun Prep Noun	NP	3	13	1
bill1	3627 of title 39	CD IN NN CD	Noun Prep Noun Noun	NP	4	16	1
bill1	3628	CD	Noun	NP	1	4	1
bill1	42 u.s.c. 1973ee-1	CD NNP NN	Noun Noun Noun	NP	3	18	1
bill1	42 u.s.c. 1973ee-1 -lrb- b -rrb-	CD NNP NN -LRB- NN -RRB-	Noun Noun Noun Lparen Noun Rparen	NP	6	32	1
bill1	42 u.s.c. 1973ee-1 -lrb- b -rrb- -lrb- 2 -rrb-	CD NNP NN -LRB- NN -RRB- -LRB- LS -RRB-	Noun Noun Noun Lparen Noun Rparen Lparen O Rparen	NP	9	46	1
bill1	42 u.s.c. 1973ee-1 -lrb- b -rrb- -lrb- 2 -rrb- -lrb- b -rrb-	CD NNP NN -LRB- NN -RRB- -LRB- LS -RRB- -LRB- NN -RRB-	Noun Noun Noun Lparen Noun Rparen Lparen O Rparen Lparen Noun Rparen	NP	12	60	1
bill1	42 u.s.c. 1973ee-1 -lrb- b -rrb- -lrb- 2 -rrb- -lrb- b -rrb- -lrb- ii -rrb-	CD NNP NN -LRB- NN -RRB- -LRB- LS -RRB- -LRB- NN -RRB- -LRB- LS -RRB-	Noun Noun Noun Lparen Noun Rparen Lparen O Rparen Lparen Noun Rparen Lparen O Rparen	NP	15	75	1
bill1	42 u.s.c. 1973ff-1	CD NNP NN	Noun Noun Noun	NP	3	18	1
bill1	42 u.s.c. 1973ff-1 et	CD NNP NN FW	Noun Noun Noun Noun	NP	4	21	1
bill1	42 u.s.c. 1973ff-1 et seq.	CD NNP NN FW FW	Noun Noun Noun Noun Noun	NP	5	26	1
bill1	431 -lrb- 1 -rrb-	CD -LRB- CD -RRB-	Noun Lparen Noun Rparen	NP	4	17	1
bill1	431 -lrb- 3 -rrb-	CD -LRB- CD -RRB-	Noun Lparen Noun Rparen	NP	4	17	1
bill1	5 days after the date of acceptance	CD NNS IN DT NN IN NN	Noun Noun Prep Det Noun Prep Noun	NP	7	35	1
bill1	5 days after the date of acceptance.sec	CD NNS IN DT NN IN NN	Noun Noun Prep Det Noun Prep Noun	NP	7	39	1
bill1	5 years	CD NNS	Noun Noun	NP	2	7	1
bill1	7 -lrb- a -rrb-	CD -LRB- DT -RRB-	Noun Lparen Det Rparen	NP	4	15	1
bill1	7 -lrb- a -rrb- -lrb- 1 -rrb-	CD -LRB- DT -RRB- -LRB- LS -RRB-	Noun Lparen Det Rparen Lparen O Rparen	NP	7	29	1
bill1	7 -lrb- a -rrb- -lrb- 1 -rrb- to perform	CD -LRB- DT -RRB- -LRB- LS -RRB- TO VB	Noun Lparen Det Rparen Lparen O Rparen Prep Verb	VerbArg	9	40	1
bill1	7 -lrb- a -rrb- -lrb- 1 -rrb- to perform voter	CD -LRB- DT -RRB- -LRB- LS -RRB- TO VB NN	Noun Lparen Det Rparen Lparen O Rparen Prep Verb Noun	VerbArg	10	46	1
bill1	7 -lrb- a -rrb- -lrb- 1 -rrb- to perform voter registration	CD -LRB- DT -RRB- -LRB- LS -RRB- TO VB NN NN	Noun Lparen Det Rparen Lparen O Rparen Prep Verb Noun Noun	VerbArg	11	59	1
bill1	7 -lrb- a -rrb- -lrb- 1 -rrb- to perform voter registration activities	CD -LRB- DT -RRB- -LRB- LS -RRB- TO VB NN NN NNS	Noun Lparen Det Rparen Lparen O Rparen Prep Verb Noun Noun Noun	VerbArg	12	70	1
bill1	8 -lrb- a -rrb- -lrb- 2 -rrb-	CD -LRB- DT -RRB- -LRB- LS -RRB-	Noun Lparen Det Rparen Lparen O Rparen	NP	7	29	1
bill1	8 -lrb- d -rrb-	CD -LRB- NN -RRB-	Noun Lparen Noun Rparen	NP	4	15	1
bill1	9 -lrb- a -rrb- -lrb- 2 -rrb- for the registration	CD -LRB- DT -RRB- -LRB- LS -RRB- IN DT NN	Noun Lparen Det Rparen Lparen O Rparen Prep Det Noun	NP	10	50	1
bill1	9 -lrb- a -rrb- -lrb- 2 -rrb- for the registration of voters	CD -LRB- DT -RRB- -LRB- LS -RRB- IN DT NN IN NNS	Noun Lparen Det Rparen Lparen O Rparen Prep Det Noun Prep Noun	NP	12	60	1
bill1	9 -lrb- a -rrb- -lrb- 2 -rrb- for the registration of voters in elections	CD -LRB- DT -RRB- -LRB- LS -RRB- IN DT NN IN NNS IN NNS	Noun Lparen Det Rparen Lparen O Rparen Prep Det Noun Prep Noun Prep Noun	NP	14	73	1
bill1	9 -lrb- a -rrb- -lrb- 2 -rrb- for the registration of voters in elections for federal	CD -LRB- DT -RRB- -LRB- LS -RRB- IN DT NN IN NNS IN NNS IN NNP	Noun Lparen Det Rparen Lparen O Rparen Prep Det Noun Prep Noun Prep Noun Prep Noun	NP	16	85	1
bill1	9 -lrb- a -rrb- -lrb- 2 -rrb- for the registration of voters in elections for federal office	CD -LRB- DT -RRB- -LRB- LS -RRB- IN DT NN IN NNS IN NNS IN NNP NN	Noun Lparen Det Rparen Lparen O Rparen Prep Det Noun Prep Noun Prep Noun Prep Noun Noun	NP	17	92	1
bill1	9 -lrb- b -rrb-	CD -LRB- NN -RRB-	Noun Lparen Noun Rparen	NP	4	15	1
bill1	9 -lrb- b -rrb- for the registration	CD -LRB- NN -RRB- IN DT NN	Noun Lparen Noun Rparen Prep Det Noun	NP	7	36	1
bill1	9 -lrb- b -rrb- for the registration of voters	CD -LRB- NN -RRB- IN DT NN IN NNS	Noun Lparen Noun Rparen Prep Det Noun Prep Noun	NP	9	46	1
bill1	9 -lrb- b -rrb- for the registration of voters in elections	CD -LRB- NN -RRB- IN DT NN IN NNS IN NNS	Noun Lparen Noun Rparen Prep Det Noun Prep Noun Prep Noun	NP	11	59	1
bill1	9 -lrb- b -rrb- for the registration of voters in elections for federal	CD -LRB- NN -RRB- IN DT NN IN NNS IN NNS IN NNP	Noun Lparen Noun Rparen Prep Det Noun Prep Noun Prep Noun Prep Noun	NP	13	71	1
bill1	9 -lrb- b -rrb- for the registration of voters in elections for federal office	CD -LRB- NN -RRB- IN DT NN IN NNS IN NNS IN NNP NN	Noun Lparen Noun Rparen Prep Det Noun Prep Noun Prep Noun Prep Noun Noun	NP	14	78	1
bill1	90 days after receipt	CD NNS IN NN	Noun Noun Prep Noun	NP	4	21	1
bill1	90 days after receipt of a notice	CD NNS IN NN IN DT NN	Noun Noun Prep Noun Prep Det Noun	NP	7	33	1
bill1	90 days after receipt of a notice under paragraph	CD NNS IN NN IN DT NN IN NN	Noun Noun Prep Noun Prep Det Noun Prep Noun	NP	9	49	1
bill1	90 days after receipt of a notice under paragraph -lrb- 1 -rrb-	CD NNS IN NN IN DT NN IN NN -LRB- CD -RRB-	Noun Noun Prep Noun Prep Det Noun Prep Noun Lparen Noun Rparen	NP	12	63	1
