lc_words	count
correct an official list of eligible voters in elections for federal office in accordance with change	1
correct an official list of eligible voters in elections for federal office in accordance with change of residence	1
correct an official list of eligible voters in elections for federal office in accordance with change of residence information	1
correct the address	1
correct the address information	1
correct the registrars	1
correct the registrars record	1
correct the registrars record of the registrants	1
correct the registrars record of the registrants address	1
correct the voting records and vote at a central location	1
correct the voting records and vote at a central location within the same registrars	1
correct the voting records and vote at a central location within the same registrars jurisdiction	1
correct the voting records and vote at the registrants	1
correct the voting records and vote at the registrants former polling	1
correct the voting records and vote at the registrants former polling place	1
correct the voting records for purposes	1
correct the voting records for purposes of voting	1
correct the voting records for purposes of voting in future elections	1
correct the voting records for purposes of voting in future elections at the appropriate polling	1
correct the voting records for purposes of voting in future elections at the appropriate polling place	1
correct the voting records for purposes of voting in future elections at the appropriate polling place for the current address	1
correct the voting registration	1
correct the voting registration list	1
corrected	1
corrected within 90	1
corrected within 90 days	1
corrected within 90 days after receipt	1
corrected within 90 days after receipt of a notice	1
corrected within 90 days after receipt of a notice under paragraph	1
correction	1
correction of registration	1
correction of registration records	1
cost	1
costs	1
county clerks	1
county clerks -lrb- including marriage license bureaus -rrb-	1
court for declaratory or injunctive relief	1
court for declaratory or injunctive relief with respect	1
court for declaratory or injunctive relief with respect to the violation	1
court for such declaratory or injunctive relief	1
court for such declaratory or injunctive relief as is	1
court may allow	1
court of the united	1
court of the united states	1
covered by a polling place to an address	1
covered by a polling place to an address in the same area	1
covered by a second polling	1
covered by a second polling place	1
covered by a second polling place within the same registrars	1
covered by a second polling place within the same registrars jurisdiction	1
covered by one	1
covered by one polling	1
covered by one polling place	1
covered by one polling place to an address	1
covered by one polling place to an address in an area	1
criminal conviction	1
criminal conviction or mental incapacity	1
criminal penalties	1
criteria	1
criteria stated	1
criteria stated in section	1
criteria stated in section 9	1
currency	1
currency of official lists	1
currency of official lists of eligible voters	1
current election	1
current election upon oral or written affirmation	1
current election upon oral or written affirmation by the registrant	1
current election upon oral or written affirmation by the registrant of the new address	1
current election upon oral or written affirmation by the registrant of the new address at a polling	1
current election upon oral or written affirmation by the registrant of the new address at a polling place	1
current election upon oral or written affirmation by the registrant of the new address at a polling place described	1
current election upon oral or written affirmation by the registrant of the new address at a polling place described in subparagraph	1
current voter registration roll	1
current voter registration roll for elections	1
current voter registration roll for elections for federal	1
current voter registration roll for elections for federal office	1
current voter registration rolls	1
current voter registration rolls are	1
current voter registration rolls are maintained.sec	1
currently registered	1
damaging effect	1
damaging effect on voter	1
damaging effect on voter participation	1
damaging effect on voter participation in elections	1
damaging effect on voter participation in elections for federal	1
damaging effect on voter participation in elections for federal office	1
data	1
data relating	1
data relating to previous registration	1
data relating to previous registration by the applicant	1
date of a primary or general election	1
date of a primary or general election for federal	1
date of a primary or general election for federal office	1
date of acceptance.sec	1
date of enactment of this act has	1
date of enactment of this act has a provision	1
date of enactment of this act has a provision in the constitution	1
date of enactment of this act has a provision in the constitution of the state	1
date of entry	1
date of entry of the judgment	1
day of january	1
days after receipt of a notice	1
days after receipt of a notice under paragraph	1
days after receipt of a notice under paragraph -lrb- 1 -rrb-	1
days after receipt of the notice	1
days after receipt of the notice if the violation	1
days after receipt of the notice if the violation occurred	1
days after receipt of the notice if the violation occurred within 120	1
days after receipt of the notice if the violation occurred within 120 days	1
days after receipt of the notice if the violation occurred within 120 days before the date	1
days after receipt of the notice if the violation occurred within 120 days before the date of an election	1
days after receipt of the notice if the violation occurred within 120 days before the date of an election for federal	1
days after receipt of the notice if the violation occurred within 120 days before the date of an election for federal office	1
days after the date of acceptance.sec	1
death	1
death of the registrant	1
decided	1
decided not	1
decided not to register	1
decided not to register to vote	1
decided not to register to vote at this	1
deciding	1
decision to register	1
decision whether to seek	1
decision whether to seek or accept	1
decision whether to seek or accept help	1
declaratory or injunctive relief as is	1
declaratory or injunctive relief with respect	1
declaratory or injunctive relief with respect to the violation	1
declination to register for purposes	1
declination to register for purposes of subparagraph	1
declining	1
deemed	1
defense	1
defense shall jointly develop	1
defense shall jointly develop and implement	1
defense shall jointly develop and implement procedures	1
defense shall jointly develop and implement procedures for persons	1
definition	1
definitions	1
defraud	1
defraud the residents	1
defraud the residents of a state	1
defrauds	1
degree	1
degree of assistance	1
degree of assistance with regard	1
degree of assistance with regard to the completion	1
degree of assistance with regard to the completion of the registration	1
degree of assistance with regard to the completion of the registration application	1
degree of assistance with regard to the completion of the registration application form	1
degree of assistance with regard to the completion of the registration application form as is	1
degree of assistance with regard to the completion of the registration application form as is provided	1
degree of assistance with regard to the completion of the registration application form as is provided by the office	1
degree of assistance with regard to the completion of the registration application form as is provided by the office with regard	1
degree of assistance with regard to the completion of the registration application form as is provided by the office with regard to the completion	1
departments	1
deprive	1
deprive or defraud	1
deprive or defraud the residents	1
deprive or defraud the residents of a state	1
deprives	1
described in this paragraph	1
description	1
description of the offenses	1
designate a state	1
designate a state officer	1
designate a state officer or employee	1
designate a state officer or employee as the chief	1
designate a state officer or employee as the chief state	1
designate a state officer or employee as the chief state election	1
designate a state officer or employee as the chief state election official	1
designate agencies	1
designate agencies for the registration	1
designate agencies for the registration of voters	1
designate agencies for the registration of voters in elections	1
designate agencies for the registration of voters in elections for federal	1
designate agencies for the registration of voters in elections for federal office	1
designate as voter	1
designate as voter registration	1
designate as voter registration agencies	1
designate other offices	1
designate other offices within the state	1
designate other offices within the state as voter	1
designate other offices within the state as voter registration	1
designate other offices within the state as voter registration agencies	1
designated by the registrar	1
designated under section 10	1
designated under section 10 of the state	1
designated under section 10 of the state of the persons	1
designated under section 10 of the state of the persons residence	1
designated under subparagraph	1
designated under subsection	1
designated with respect	1
designated with respect to the residence	1
designated with respect to the residence of the applicant	1
designated with respect to the residence of the applicant in accordance	1
designated with respect to the residence of the applicant in accordance with state	1
designated with respect to the residence of the applicant in accordance with state law	1
designation of chief state	1
designation of chief state election	1
designation of chief state election official	1
determining	1
determining the effect	1
determining the effect that a conviction	1
develop a mail	1
develop a mail voter	1
develop a mail voter registration	1
develop a mail voter registration application	1
develop a mail voter registration application form	1
develop a mail voter registration application form for elections	1
develop a mail voter registration application form for elections for federal	1
develop a mail voter registration application form for elections for federal office	1
develop and implement	1
develop and implement procedures	1
develop and implement procedures for persons	1
develop and use	1
develop and use a mail	1
develop and use a mail voter	1
develop and use a mail voter registration	1
develop and use a mail voter registration form	1
developed	1
developed under subsection	1
did	1
did not	1
did not change	1
different residence address in the same registrars	1
different residence address in the same registrars jurisdiction	1
direct and damaging effect	1
direct and damaging effect on voter	1
direct and damaging effect on voter participation	1
direct and damaging effect on voter participation in elections	1
direct and damaging effect on voter participation in elections for federal	1
direct and damaging effect on voter participation in elections for federal office	1
disability	1
disability at the persons	1
disability at the persons home	1
disclosed	1
disclosed to the public	1
disclosure	1
disclosure of voter	1
disclosure of voter registration	1
disclosure of voter registration activities	1
discourage	1
discourage the applicant	1
discriminatory and unfair registration	1
discriminatory and unfair registration laws	1
discriminatory and unfair registration laws and procedures	1
discriminatory and unfair registration laws and procedures can have	1
discriminatory and unfair registration laws and procedures can have a direct and damaging effect	1
discriminatory and unfair registration laws and procedures can have a direct and damaging effect on voter	1
discriminatory and unfair registration laws and procedures can have a direct and damaging effect on voter participation	1
discriminatory and unfair registration laws and procedures can have a direct and damaging effect on voter participation in elections	1
discriminatory and unfair registration laws and procedures can have a direct and damaging effect on voter participation in elections for federal	1
discriminatory and unfair registration laws and procedures can have a direct and damaging effect on voter participation in elections for federal office	1
display	1
display any such political preference	1
display any such political preference or party	1
display any such political preference or party allegiance	1
disposition of a mail	1
disposition of a mail voter	1
disposition of a mail voter registration	1
disposition of a mail voter registration application	1
disposition of a mail voter registration application under section	1
disposition of the application	1
distribute	1
distribute with each application	1
distribute with each application for such service	1
distribution of mail	1
distribution of mail voter	1
distribution of mail voter registration	1
distribution of mail voter registration application	1
distribution of mail voter registration application forms	1
distribution of mail voter registration application forms in accordance	1
distribution of mail voter registration application forms in accordance with paragraph	1
distribution of mail voter registration application forms in accordance with paragraph -lrb- 6 -rrb-	1
distribution through governmental and private entities	1
district court for declaratory or injunctive relief	1
district court for declaratory or injunctive relief with respect	1
district court for declaratory or injunctive relief with respect to the violation	1
district court for such declaratory or injunctive relief	1
district court for such declaratory or injunctive relief as is	1
district court of the united	1
district court of the united states	1
district of columbia	1
do not	1
do not check	1
do not check either	1
do not check either box	1
do so	1
document	1
document issued	1
document issued by a state	1
document issued by a state motor	1
document issued by a state motor vehicle	1
document issued by a state motor vehicle authority	1
does not apply in the case	1
does not apply in the case of a person	1
does not apply to a state	1
does not decline	1
does not vote	1
does not vote in an election	1
does not vote in an election during that period	1
drivers license accepted	1
drivers license accepted at a state	1
drivers license accepted at a state motor	1
drivers license accepted at a state motor vehicle	1
drivers license accepted at a state motor vehicle authority	1
drivers license application	1
drivers license application -lrb- including any renewal application -rrb-	1
drivers license portion	1
drivers license portion of the form	1
drivers license shall serve	1
drivers license shall serve as notification	1
drivers license shall serve as notification of change	1
drivers license shall serve as notification of change of address	1
drivers license shall serve as notification of change of address for voter	1
drivers license shall serve as notification of change of address for voter registration	1
drivers license shall serve as notification of change of address for voter registration with respect	1
drivers license shall serve as notification of change of address for voter registration with respect to elections	1
drivers license shall serve as notification of change of address for voter registration with respect to elections for federal	1
drivers license shall serve as notification of change of address for voter registration with respect to elections for federal office	1
drivers license shall serve as notification of change of address for voter registration with respect to elections for federal office for the registrant	1
duplicate	1
duplicate voter	1
duplicate voter registrations	1
duplicates	1
duplicates information	1
duty	1
duty of the federal	1
effect on the date	1
effect on the date of enactment	1
effect on the date of enactment of this act	1
effect on voter	1
effect on voter participation	1
effect on voter participation in elections	1
effect on voter participation in elections for federal	1
effect on voter participation in elections for federal office	1
effect that a conviction	1
effect that a conviction may have	1
effect that a conviction may have on an offenders	1
effect that a conviction may have on an offenders qualification	1
effect upon the enactment	1
effect upon the enactment of this act	1
effective date	1
effort	1
effort to remove	1
effort to remove the names	1
effort to remove the names of ineligible voters	1
effort to remove the names of ineligible voters from the official	1
effort to remove the names of ineligible voters from the official lists	1
effort to remove the names of ineligible voters from the official lists of eligible voters	1
effort to remove the names of ineligible voters from the official lists of eligible voters by reason	1
either	1
either box	1
elderly	1
elderly and handicapped	1
elderly and handicapped act	1
election during that period	1
election for federal office by reason	1
election for federal office by reason of the persons	1
election for federal office by reason of the persons failure	1
election for federal office by reason of the persons failure to vote	1
election for federal office.sec	1
election has	1
election has the meaning	1
election official as provided	1
election official as provided by state	1
election official as provided by state law	1
election official at that polling place that the registrant	1
election official at that polling place that the registrant continues	1
election official designated	1
election official designated under section	1
election official designated under section 10	1
election official designated under section 10 of the state	1
election official designated under section 10 of the state of the persons	1
election official designated under section 10 of the state of the persons residence	1
election official of a state or other state	1
election official of a state or other state official	1
election official of a state or other state official with responsibility	1
election official of a state or other state official with responsibility for determining	1
election official of a state or other state official with responsibility for determining the effect	1
election official of a state or other state official with responsibility for determining the effect that a conviction	1
election official of a state shall make	1
election official of a state shall make the forms	1
election official of the state involved	1
election official of the state under paragraph	1
election official of the state under paragraph -lrb- 1 -rrb-	1
election official of the state under paragraph -lrb- 1 -rrb- before bringing	1
election official of the state under paragraph -lrb- 1 -rrb- before bringing a civil action	1
election official of the state under paragraph -lrb- 1 -rrb- before bringing a civil action under paragraph	1
election official of the state under paragraph -lrb- 1 -rrb- before bringing a civil action under paragraph -lrb- 2 -rrb-	1
election official shall notify	1
election official shall notify the voter	1
election official shall notify the voter registration	1
election official shall notify the voter registration officials	1
election official shall notify the voter registration officials of the local jurisdiction	1
election official to assess	1
election official to assess the eligibility	1
election official to assess the eligibility of the applicant	1
election official to be	1
election official to send	1
election official to send notice	1
election official to send notice to each applicant	1
election official to send notice to each applicant of the disposition	1
election official to send notice to each applicant of the disposition of the application	1
election officials	1
election officials to assess	1
election officials to assess the eligibility	1
election officials to assess the eligibility of the applicant	1
election upon oral or written affirmation	1
election upon oral or written affirmation by the registrant	1
election upon oral or written affirmation by the registrant of the new address	1
election upon oral or written affirmation by the registrant of the new address at a polling	1
election upon oral or written affirmation by the registrant of the new address at a polling place	1
election upon oral or written affirmation by the registrant of the new address at a polling place described	1
election upon oral or written affirmation by the registrant of the new address at a polling place described in subparagraph	1
elections at the appropriate polling	1
elections at the appropriate polling place	1
elections at the appropriate polling place for the current address	1
elections for federal office as part	1
elections for federal office as part of an application	1
elections for federal office as part of an application for a state	1
elections for federal office as part of an application for a state motor	1
elections for federal office as part of an application for a state motor vehicle	1
elections for federal office as part of an application for a state motor vehicle drivers	1
elections for federal office as part of an application for a state motor vehicle drivers license	1
elections for federal office for the registrant	1
elections for federal office for the registrant involved	1
elections for federal office for the registrant involved unless the registrant states	1
elections for federal office for the registrant involved unless the registrant states on the form	1
elections for federal office for the registrant involved unless the registrant states on the form that the change	1
elections for federal office for the registrant involved unless the registrant states on the form that the change of address	1
elections for federal office in accordance	1
elections for federal office in accordance with change	1
elections for federal office in accordance with change of residence	1
elections for federal office in accordance with change of residence information	1
elections for federal office in accordance with change of residence information obtained	1
elections for federal office in accordance with change of residence information obtained in conformance	1
elections for federal office in accordance with change of residence information obtained in conformance with this subsection	1
elections for federal office on the ground	1
elections for federal office on the ground that the registrant	1
elections for federal office on the ground that the registrant has	1
elections for federal office on the ground that the registrant has changed	1
elections for federal office on the ground that the registrant has changed residence	1
elections for federal office on the ground that the registrant has changed residence unless the registrant	1
elections for federal office unless the applicant	1
elections for federal office unless the applicant fails	1
electoral process by ensuring	1
electoral process by ensuring the maintenance	1
electoral process by ensuring the maintenance of an accurate and current voter	1
electoral process by ensuring the maintenance of an accurate and current voter registration	1
electoral process by ensuring the maintenance of an accurate and current voter registration roll	1
electoral process by ensuring the maintenance of an accurate and current voter registration roll for elections	1
electoral process by ensuring the maintenance of an accurate and current voter registration roll for elections for federal	1
electoral process by ensuring the maintenance of an accurate and current voter registration roll for elections for federal office	1
eligibility requirements	1
eligible applicant	1
eligible applicant is	1
eligible applicant is registered	1
eligible citizens as voters	1
eligible citizens as voters in elections	1
eligible citizens as voters in elections for federal	1
eligible citizens as voters in elections for federal office	1
eligible voters in elections for federal office in accordance	1
eligible voters in elections for federal office in accordance with change	1
eligible voters in elections for federal office in accordance with change of residence	1
eligible voters in elections for federal office in accordance with change of residence information	1
eligible voters in elections for federal office in accordance with change of residence information obtained	1
eligible voters in elections for federal office in accordance with change of residence information obtained in conformance	1
eligible voters in elections for federal office in accordance with change of residence information obtained in conformance with this subsection	1
eligible voters in elections for federal office on the ground	1
eligible voters in elections for federal office on the ground that the registrant	1
eligible voters in elections for federal office on the ground that the registrant has	1
eligible voters in elections for federal office on the ground that the registrant has changed	1
eligible voters in elections for federal office on the ground that the registrant has changed residence	1
eligible voters in elections for federal office on the ground that the registrant has changed residence unless the registrant	1
eligible voters is	1
eligible voters is maintained	1
emphasis	1
emphasis on making	1
employee	1
employee as the chief	1
employee as the chief state	1
employee as the chief state election	1
employee as the chief state election official	1
employee as the chief state election official to be	1
enable state	1
enable state election	1
enable state election officials	1
enable the appropriate state	1
enable the appropriate state election	1
enable the appropriate state election official	1
enacted by the senate	1
enactment of this act has	1
enactment of this act has a provision	1
enactment of this act has a provision in the constitution	1
enactment of this act has a provision in the constitution of the state	1
encouraged	1
end	1
enforcement	1
enforcement and private	1
enforcement and private right	1
enforcement and private right of action	1
engaged	1
enhances	1
enhances the participation	1
enhances the participation of eligible citizens	1
enhances the participation of eligible citizens as voters	1
enhances the participation of eligible citizens as voters in elections	1
enhances the participation of eligible citizens as voters in elections for federal	1
enhances the participation of eligible citizens as voters in elections for federal office	1
enr	1
enrolled	1
enrolled bill	1
enrolled bill -lrb- enr -rrb-	1
ensure that accurate and current voter	1
ensure that accurate and current voter registration	1
ensure that accurate and current voter registration rolls	1
ensure that any eligible applicant	1
ensure that the identity	1
ensure that the identity of the voter	1
ensure that the identity of the voter registration	1
ensure that the identity of the voter registration agency	1
ensuring the accuracy	1
ensuring the accuracy and currency	1
ensuring the accuracy and currency of official lists	1
ensuring the accuracy and currency of official lists of eligible voters	1
ensuring the maintenance	1
ensuring the maintenance of an accurate and current voter	1
ensuring the maintenance of an accurate and current voter registration	1
ensuring the maintenance of an accurate and current voter registration roll	1
ensuring the maintenance of an accurate and current voter registration roll for elections	1
ensuring the maintenance of an accurate and current voter registration roll for elections for federal	1
ensuring the maintenance of an accurate and current voter registration roll for elections for federal office	1
entities are	1
entities are encouraged	1
entities of the executive branch	1
entities of the executive branch of the federal	1
entities of the executive branch of the federal government	1
entry	1
entry of the judgment	1
establish national voter	1
establish national voter registration	1
establish national voter registration procedures	1
establish national voter registration procedures for federal	1
establish national voter registration procedures for federal elections	1
establishing	1
establishing a program	1
executive branch	1
executive branch of the federal	1
executive branch of the federal government	1
exercise	1
exercise of that right	1
exercising	1
exercising any right	1
exercising any right under this act	1
expenses	1
extent that such records	1
extent that such records relate	1
extent that such records relate to a declination	1
fails	1
failure of an applicant	1
failure of an applicant for a state	1
failure of an applicant for a state motor	1
failure of an applicant for a state motor vehicle	1
failure of an applicant for a state motor vehicle drivers	1
failure of an applicant for a state motor vehicle drivers license	1
failure to check	1
failure to notify	1
failure to notify the registrar	1
failure to notify the registrar of the change	1
failure to notify the registrar of the change of address	1
failure to return	1
failure to return card	1
failure to vote	1
false voter	1
false voter registration	1
false voter registration application	1
federal and nongovernmental offices	1
federal and state official	1
federal and state official lists	1
federal and state official lists of eligible voters	1
federal and state procedures	1
federal coordination	1
federal coordination and regulations	1
federal court	1
federal election during the period	1
federal election during the period beginning	1
federal election during the period beginning on the date	1
federal election during the period beginning on the date of the notice	1
federal elections	1
federal government and private sector	1
federal government and private sector cooperation	1
federal law	1
federal office as part	1
federal office as part of an application	1
federal office as part of an application for a state	1
federal office as part of an application for a state motor	1
federal office as part of an application for a state motor vehicle	1
federal office as part of an application for a state motor vehicle drivers	1
federal office as part of an application for a state motor vehicle drivers license	1
federal office by reason	1
federal office by reason of the persons	1
federal office by reason of the persons failure	1
federal office by reason of the persons failure to vote	1
federal office for the registrant	1
federal office for the registrant involved	1
federal office for the registrant involved unless the registrant states	1
federal office for the registrant involved unless the registrant states on the form	1
federal office for the registrant involved unless the registrant states on the form that the change	1
federal office for the registrant involved unless the registrant states on the form that the change of address	1
federal office has	1
federal office has the meaning	1
federal office in accordance	1
federal office in accordance with change	1
federal office in accordance with change of residence	1
federal office in accordance with change of residence information	1
federal office in accordance with change of residence information obtained	1
federal office in accordance with change of residence information obtained in conformance	1
federal office in accordance with change of residence information obtained in conformance with this subsection	1
federal office on the ground	1
federal office on the ground that the registrant	1
federal office on the ground that the registrant has	1
federal office on the ground that the registrant has changed	1
federal office on the ground that the registrant has changed residence	1
federal office on the ground that the registrant has changed residence unless the registrant	1
federal office unless the applicant	1
federal office unless the applicant fails	1
federal office.sec	1
federal or state	1
federal or state law	1
felony	1
felony in a district	1
felony in a district court	1
felony in a district court of the united	1
felony in a district court of the united states	1
fifth day	1
fifth day of january	1
file	1
file a complaint	1
fill	1
fill out	1
fill out the application	1
fill out the application form	1
filled	1
filled by the name	1
filling	1
filling out	1
filling out the voter	1
filling out the voter registration	1
filling out the voter registration application	1
filling out the voter registration application form	1
findings and purposes	1
finds	1
fined	1
fined in accordance	1
fined in accordance with title	1
fined in accordance with title 18	1
fines	1
fines shall be	1
fines shall be paid	1
fines shall be paid into the general fund	1
fines shall be paid into the general fund of the treasury	1
first	1
first sentence	1
first sentence of section	1
first sentence of section 2401	1
first sentence of section 2401 -lrb- c -rrb-	1
first sentence of section 2401 -lrb- c -rrb- of title	1
first sentence of section 2401 -lrb- c -rrb- of title 39	1
first session	1
first session begun	1
first-time voters	1
fishing	1
fishing and hunting	1
fishing and hunting license	1
fishing and hunting license bureaus	1
following effect	1
following failure	1
following failure to return	1
following failure to return card	1
following new item	1
following paragraphs	1
following services	1
forces of the united states shall be	1
forces of the united states shall be considered	1
forces recruitment	1
forces recruitment offices	1
form as is	1
form as is provided	1
form as is provided by the office	1
form as is provided by the office with regard	1
form as is provided by the office with regard to the completion	1
form developed	1
form developed under subsection	1
form for elections for federal office as part	1
form for elections for federal office as part of an application	1
form for elections for federal office as part of an application for a state	1
form for elections for federal office as part of an application for a state motor	1
form for elections for federal office as part of an application for a state motor vehicle	1
form for elections for federal office as part of an application for a state motor vehicle drivers	1
form for elections for federal office as part of an application for a state motor vehicle drivers license	1
form of municipality	1
form of the applicant is accepted	1
form of the applicant is accepted at the voter	1
form of the applicant is accepted at the voter registration	1
form of the applicant is accepted at the voter registration agency	1
form of the applicant is postmarked	1
form of the applicant is postmarked not	1
form of the applicant is postmarked not later	1
form of the applicant is received	1
form of the applicant is received by the appropriate state	1
form of the applicant is received by the appropriate state election	1
form of the applicant is received by the appropriate state election official	1
form of the applicant is submitted	1
form of the applicant is submitted to the appropriate state	1
form of the applicant is submitted to the appropriate state motor	1
form of the applicant is submitted to the appropriate state motor vehicle	1
form of the applicant is submitted to the appropriate state motor vehicle authority	1
form prescribed	1
form prescribed by the federal	1
form prescribed by the federal election	1
form prescribed by the federal election commission	1
form provided	1
form provided by the registrar	1
form provided by the registrar at the central location	1
form relating	1
form relating to such service	1
form submitted	1
form submitted in accordance	1
form submitted in accordance with state	1
form submitted in accordance with state law	1
form submitted in accordance with state law for purposes	1
form submitted in accordance with state law for purposes of a state	1
form submitted in accordance with state law for purposes of a state motor	1
form submitted in accordance with state law for purposes of a state motor vehicle	1
form submitted in accordance with state law for purposes of a state motor vehicle drivers	1
form submitted in accordance with state law for purposes of a state motor vehicle drivers license	1
form that the change	1
form that the change of address	1
form that the change of address is	1
form that the change of address is not	1
form that the change of address is not for voter	1
form that the change of address is not for voter registration	1
form that the change of address is not for voter registration purposes	1
formal authentication	1
format	1
former polling	1
former polling place	1
forms and procedures	1
forms described	1
forms described in subsection	1
forms for transmittal	1
forms for transmittal to the appropriate state	1
forms for transmittal to the appropriate state election	1
forms for transmittal to the appropriate state election official	1
forms in accordance	1
forms in accordance with paragraph	1
forms in accordance with paragraph -lrb- 6 -rrb-	1
forwardable mail and a postage	1
forwardable mail and a postage prepaid pre-addressed return	1
forwardable mail and a postage prepaid pre-addressed return form	1
functions	1
functions of a voting	1
functions of a voting registrar	1
fund	1
fund of the treasury	1
fundamental right	1
future elections	1
future elections at the appropriate polling	1
future elections at the appropriate polling place	1
future elections at the appropriate polling place for the current address	1
g	1
general election for federal office.sec	1
general fund	1
general fund of the treasury	1
general may bring	1
general may bring a civil action	1
general may bring a civil action in an appropriate district	1
general may bring a civil action in an appropriate district court	1
general may bring a civil action in an appropriate district court for such declaratory or injunctive relief	1
general program	1
geographic area governed	1
geographic area governed by that unit	1
geographic area governed by that unit of government	1
geographic area of the consolidated municipalities	1
geographic area of the consolidated municipalities or other geographic units.sec	1
geographic area than a municipality	1
geographic units.sec	1
give the official	1
give written notice	1
give written notice of the conviction	1
give written notice of the conviction to the chief	1
give written notice of the conviction to the chief state	1
give written notice of the conviction to the chief state election	1
give written notice of the conviction to the chief state election official	1
given written	1
given written notice	1
given written notice of the vacation	1
given written notice of the vacation of the judgment	1
governed	1
governed by that unit	1
governed by that unit of government	1
government and private sector	1
government and private sector cooperation	1
government by an office	1
government offices	1
government printing	1
government printing office	1
government revenue	1
government revenue offices	1
governmental and private entities	1
governments to implement	1
governments to implement this act	1
governments to implement this act in a manner	1
governments to promote	1
governments to promote the exercise	1
governments to promote the exercise of that right	1
governs	1
governs a larger geographic area	1
governs a larger geographic area than a municipality	1
greatest extent	1
ground	1
ground that the registrant	1
ground that the registrant has	1
ground that the registrant has changed	1
ground that the registrant has changed residence	1
ground that the registrant has changed residence unless the registrant	1
groups	1
h.r. 2 enrolled	1
h.r. 2 enrolled bill	1
h.r. 2 enrolled bill -lrb- enr -rrb-	1
h.r. 2 one	1
h.r. 2 one hundred	1
handicapped	1
handicapped act	1
harm	1
harm voter	1
harm voter participation	1
harm voter participation by various groups	1
has a provision	1
has a provision in the constitution	1
has a provision in the constitution of the state	1
has any bearing	1
has any bearing on the availability	1
has any bearing on the availability of services	1
has any bearing on the availability of services or benefits	1
has changed residence unless the registrant	1
has interfered	1
has moved to a different residence address in the same registrars	1
has moved to a different residence address in the same registrars jurisdiction	1
has not previously	1
has not previously voted	1
has not previously voted in that jurisdiction	1
has not voted	1
has not voted or appeared	1
has responded	1
has responded to the notice	1
has responded to the notice as of the date	1
have a direct and damaging effect	1
have a direct and damaging effect on voter	1
have a direct and damaging effect on voter participation	1
have a direct and damaging effect on voter participation in elections	1
have a direct and damaging effect on voter participation in elections for federal	1
have a direct and damaging effect on voter participation in elections for federal office	1
have changed	1
have concerning	1
have concerning the offender	1
have concerning the offender and the offense	1
have decided	1
have decided not	1
have decided not to register	1
have decided not to register to vote	1
have decided not to register to vote at this	1
have on an offenders	1
have on an offenders qualification	1
held at the city	1
held at the city of washington	1
held at the city of washington on tuesday	1
help in filling	1
help in filling out	1
help in filling out the voter	1
help in filling out the voter registration	1
help in filling out the voter registration application	1
help in filling out the voter registration application form	1
help is	1
house of representatives of the united	1
house of representatives of the united states	1
house of representatives of the united states of america	1
house of representatives of the united states of america in congress	1
house of representatives of the united states of america in congress assembled	1
hundred and ninety-three	1
hundred and ninety-three an act	1
hundred and ninety-three an act to establish	1
hundred third	1
hundred third congress	1
hundred third congress of the united	1
hundred third congress of the united states	1
hundred third congress of the united states of america	1
hundred third congress of the united states of america at the first	1
hundred third congress of the united states of america at the first session	1
hundred third congress of the united states of america at the first session begun	1
hunting	1
hunting license	1
hunting license bureaus	1
identification	1
identification document	1
identification document issued	1
identification document issued by a state	1
identification document issued by a state motor	1
identification document issued by a state motor vehicle	1
identification document issued by a state motor vehicle authority	1
identify	1
identify registrants	1
identifying	1
identifying information	1
identifying information -lrb- including the signature of the applicant -rrb-	1
identifying information -lrb- including the signature of the applicant -rrb- and other information	1
identifying information -lrb- including the signature of the applicant -rrb- and other information -lrb- including data relating to previous registration by the applicant -rrb-	1
identity of a voter	1
identity of a voter registration	1
identity of a voter registration agency	1
identity of the voter	1
identity of the voter registration	1
identity of the voter registration agency	1
ii of chapter	1
ii of chapter 36	1
ii of chapter 36 of title	1
ii of chapter 36 of title 39	1
iii	1
impact	1
impact of this act	1
impact of this act on the administration	1
impact of this act on the administration of elections	1
impact of this act on the administration of elections for federal	1
impact of this act on the administration of elections for federal office	1
impartially conducted	1
impartially conducted election	1
impartially conducted election process	1
implement procedures	1
implement procedures for persons	1
implement this act	1
implement this act in a manner	1
implementation	1
implementation of programs	1
implementation of programs and activities	1
implementation of programs and activities conducted	1
implementation of programs and activities conducted for the purpose	1
imposed	1
imposed by the court	1
imprisoned	1
imprisoned not	1
imprisoned not more	1
imprisoned not more than 5	1
imprisoned not more than 5 years	1
improvements	1
improvements in federal	1
improvements in federal and state	1
improvements in federal and state procedures	1
incapacity	1
include a voter	1
include a voter registration	1
include a voter registration application	1
include a voter registration application form	1
include a voter registration application form for elections	1
include a voter registration application form for elections for federal	1
include a voter registration application form for elections for federal office	1
include a voter registration application form for elections for federal office as part	1
include a voter registration application form for elections for federal office as part of an application	1
include a voter registration application form for elections for federal office as part of an application for a state	1
include a voter registration application form for elections for federal office as part of an application for a state motor	1
